source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[cellosaurus name]	characteristics[treatment]	characteristics[sample type]	characteristics[single cell isolation protocol]	characteristics[cell identifier]	characteristics[cells per well]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[instrument]	comment[label]	comment[cleavage agent details]	comment[modification parameters]	comment[reduction reagent]	comment[alkylation reagent]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[collision energy]	comment[scan window lower limit]	comment[scan window upper limit]	comment[isolation window width]	comment[dia method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[treatment]
RKO_Frozen_10DMSO_SC_18_s1-d6_1_3526	NT=Homo sapiens;AC=NCBITaxon:9606	NT=colon;AC=UBERON:0001155	NT=colorectal carcinoma;AC=MONDO:0024331	NT=epithelial cell;AC=CL:0000066	NT=RKO;AC=CLO:0008825	CVCL_0504	RKO	cryopreservation, 10% DMSO in FBS, 24 h at -80C	NT=single cell;AC=PRIDE:0000897	cellenONE	RKO_Frozen_10DMSO_SC_18_s1-d6_1_3526	1	87	run 87	proteomic profiling by mass spectrometry	data-independent acquisition	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	not applicable	not applicable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	diaPASEF	1	1	RKO_Frozen_10DMSO_SC_18_s1-d6_1_3526.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	cryopreservation, 10% DMSO in FBS, 24 h at -80C
RKO_Frozen_10DMSO_SC_19_s1-d7_1_3527	NT=Homo sapiens;AC=NCBITaxon:9606	NT=colon;AC=UBERON:0001155	NT=colorectal carcinoma;AC=MONDO:0024331	NT=epithelial cell;AC=CL:0000066	NT=RKO;AC=CLO:0008825	CVCL_0504	RKO	cryopreservation, 10% DMSO in FBS, 24 h at -80C	NT=single cell;AC=PRIDE:0000897	cellenONE	RKO_Frozen_10DMSO_SC_19_s1-d7_1_3527	1	88	run 88	proteomic profiling by mass spectrometry	data-independent acquisition	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	not applicable	not applicable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	diaPASEF	1	1	RKO_Frozen_10DMSO_SC_19_s1-d7_1_3527.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	cryopreservation, 10% DMSO in FBS, 24 h at -80C
RKO_Frozen_10DMSO_SC_1_s1-c1_1_3509	NT=Homo sapiens;AC=NCBITaxon:9606	NT=colon;AC=UBERON:0001155	NT=colorectal carcinoma;AC=MONDO:0024331	NT=epithelial cell;AC=CL:0000066	NT=RKO;AC=CLO:0008825	CVCL_0504	RKO	cryopreservation, 10% DMSO in FBS, 24 h at -80C	NT=single cell;AC=PRIDE:0000897	cellenONE	RKO_Frozen_10DMSO_SC_1_s1-c1_1_3509	1	89	run 89	proteomic profiling by mass spectrometry	data-independent acquisition	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	not applicable	not applicable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	diaPASEF	1	1	RKO_Frozen_10DMSO_SC_1_s1-c1_1_3509.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	cryopreservation, 10% DMSO in FBS, 24 h at -80C
RKO_Frozen_10DMSO_SC_20_s1-d8_1_3528	NT=Homo sapiens;AC=NCBITaxon:9606	NT=colon;AC=UBERON:0001155	NT=colorectal carcinoma;AC=MONDO:0024331	NT=epithelial cell;AC=CL:0000066	NT=RKO;AC=CLO:0008825	CVCL_0504	RKO	cryopreservation, 10% DMSO in FBS, 24 h at -80C	NT=single cell;AC=PRIDE:0000897	cellenONE	RKO_Frozen_10DMSO_SC_20_s1-d8_1_3528	1	90	run 90	proteomic profiling by mass spectrometry	data-independent acquisition	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	not applicable	not applicable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	diaPASEF	1	1	RKO_Frozen_10DMSO_SC_20_s1-d8_1_3528.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	cryopreservation, 10% DMSO in FBS, 24 h at -80C
RKO_Frozen_10DMSO_SC_21_s1-d9_1_3529	NT=Homo sapiens;AC=NCBITaxon:9606	NT=colon;AC=UBERON:0001155	NT=colorectal carcinoma;AC=MONDO:0024331	NT=epithelial cell;AC=CL:0000066	NT=RKO;AC=CLO:0008825	CVCL_0504	RKO	cryopreservation, 10% DMSO in FBS, 24 h at -80C	NT=single cell;AC=PRIDE:0000897	cellenONE	RKO_Frozen_10DMSO_SC_21_s1-d9_1_3529	1	91	run 91	proteomic profiling by mass spectrometry	data-independent acquisition	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	not applicable	not applicable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	diaPASEF	1	1	RKO_Frozen_10DMSO_SC_21_s1-d9_1_3529.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	cryopreservation, 10% DMSO in FBS, 24 h at -80C
RKO_Frozen_10DMSO_SC_22_s1-d10_1_3530	NT=Homo sapiens;AC=NCBITaxon:9606	NT=colon;AC=UBERON:0001155	NT=colorectal carcinoma;AC=MONDO:0024331	NT=epithelial cell;AC=CL:0000066	NT=RKO;AC=CLO:0008825	CVCL_0504	RKO	cryopreservation, 10% DMSO in FBS, 24 h at -80C	NT=single cell;AC=PRIDE:0000897	cellenONE	RKO_Frozen_10DMSO_SC_22_s1-d10_1_3530	1	92	run 92	proteomic profiling by mass spectrometry	data-independent acquisition	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	not applicable	not applicable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	diaPASEF	1	1	RKO_Frozen_10DMSO_SC_22_s1-d10_1_3530.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	cryopreservation, 10% DMSO in FBS, 24 h at -80C
RKO_Frozen_10DMSO_SC_23_s1-d11_1_3531	NT=Homo sapiens;AC=NCBITaxon:9606	NT=colon;AC=UBERON:0001155	NT=colorectal carcinoma;AC=MONDO:0024331	NT=epithelial cell;AC=CL:0000066	NT=RKO;AC=CLO:0008825	CVCL_0504	RKO	cryopreservation, 10% DMSO in FBS, 24 h at -80C	NT=single cell;AC=PRIDE:0000897	cellenONE	RKO_Frozen_10DMSO_SC_23_s1-d11_1_3531	1	93	run 93	proteomic profiling by mass spectrometry	data-independent acquisition	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	not applicable	not applicable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	diaPASEF	1	1	RKO_Frozen_10DMSO_SC_23_s1-d11_1_3531.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	cryopreservation, 10% DMSO in FBS, 24 h at -80C
RKO_Frozen_10DMSO_SC_2_s1-c2_1_3510	NT=Homo sapiens;AC=NCBITaxon:9606	NT=colon;AC=UBERON:0001155	NT=colorectal carcinoma;AC=MONDO:0024331	NT=epithelial cell;AC=CL:0000066	NT=RKO;AC=CLO:0008825	CVCL_0504	RKO	cryopreservation, 10% DMSO in FBS, 24 h at -80C	NT=single cell;AC=PRIDE:0000897	cellenONE	RKO_Frozen_10DMSO_SC_2_s1-c2_1_3510	1	94	run 94	proteomic profiling by mass spectrometry	data-independent acquisition	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	not applicable	not applicable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	diaPASEF	1	1	RKO_Frozen_10DMSO_SC_2_s1-c2_1_3510.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	cryopreservation, 10% DMSO in FBS, 24 h at -80C
RKO_Frozen_10DMSO_SC_3_s1-c3_1_3511	NT=Homo sapiens;AC=NCBITaxon:9606	NT=colon;AC=UBERON:0001155	NT=colorectal carcinoma;AC=MONDO:0024331	NT=epithelial cell;AC=CL:0000066	NT=RKO;AC=CLO:0008825	CVCL_0504	RKO	cryopreservation, 10% DMSO in FBS, 24 h at -80C	NT=single cell;AC=PRIDE:0000897	cellenONE	RKO_Frozen_10DMSO_SC_3_s1-c3_1_3511	1	95	run 95	proteomic profiling by mass spectrometry	data-independent acquisition	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	not applicable	not applicable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	diaPASEF	1	1	RKO_Frozen_10DMSO_SC_3_s1-c3_1_3511.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	cryopreservation, 10% DMSO in FBS, 24 h at -80C
RKO_Frozen_10DMSO_SC_4_s1-c4_1_3512	NT=Homo sapiens;AC=NCBITaxon:9606	NT=colon;AC=UBERON:0001155	NT=colorectal carcinoma;AC=MONDO:0024331	NT=epithelial cell;AC=CL:0000066	NT=RKO;AC=CLO:0008825	CVCL_0504	RKO	cryopreservation, 10% DMSO in FBS, 24 h at -80C	NT=single cell;AC=PRIDE:0000897	cellenONE	RKO_Frozen_10DMSO_SC_4_s1-c4_1_3512	1	96	run 96	proteomic profiling by mass spectrometry	data-independent acquisition	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	not applicable	not applicable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	diaPASEF	1	1	RKO_Frozen_10DMSO_SC_4_s1-c4_1_3512.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	cryopreservation, 10% DMSO in FBS, 24 h at -80C
RKO_Frozen_10DMSO_SC_5_s1-c5_1_3513	NT=Homo sapiens;AC=NCBITaxon:9606	NT=colon;AC=UBERON:0001155	NT=colorectal carcinoma;AC=MONDO:0024331	NT=epithelial cell;AC=CL:0000066	NT=RKO;AC=CLO:0008825	CVCL_0504	RKO	cryopreservation, 10% DMSO in FBS, 24 h at -80C	NT=single cell;AC=PRIDE:0000897	cellenONE	RKO_Frozen_10DMSO_SC_5_s1-c5_1_3513	1	97	run 97	proteomic profiling by mass spectrometry	data-independent acquisition	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	not applicable	not applicable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	diaPASEF	1	1	RKO_Frozen_10DMSO_SC_5_s1-c5_1_3513.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	cryopreservation, 10% DMSO in FBS, 24 h at -80C
RKO_Frozen_10DMSO_SC_6_s1-c6_1_3514	NT=Homo sapiens;AC=NCBITaxon:9606	NT=colon;AC=UBERON:0001155	NT=colorectal carcinoma;AC=MONDO:0024331	NT=epithelial cell;AC=CL:0000066	NT=RKO;AC=CLO:0008825	CVCL_0504	RKO	cryopreservation, 10% DMSO in FBS, 24 h at -80C	NT=single cell;AC=PRIDE:0000897	cellenONE	RKO_Frozen_10DMSO_SC_6_s1-c6_1_3514	1	98	run 98	proteomic profiling by mass spectrometry	data-independent acquisition	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	not applicable	not applicable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	diaPASEF	1	1	RKO_Frozen_10DMSO_SC_6_s1-c6_1_3514.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	cryopreservation, 10% DMSO in FBS, 24 h at -80C
RKO_Frozen_10DMSO_SC_7_s1-c7_1_3515	NT=Homo sapiens;AC=NCBITaxon:9606	NT=colon;AC=UBERON:0001155	NT=colorectal carcinoma;AC=MONDO:0024331	NT=epithelial cell;AC=CL:0000066	NT=RKO;AC=CLO:0008825	CVCL_0504	RKO	cryopreservation, 10% DMSO in FBS, 24 h at -80C	NT=single cell;AC=PRIDE:0000897	cellenONE	RKO_Frozen_10DMSO_SC_7_s1-c7_1_3515	1	99	run 99	proteomic profiling by mass spectrometry	data-independent acquisition	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	not applicable	not applicable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	diaPASEF	1	1	RKO_Frozen_10DMSO_SC_7_s1-c7_1_3515.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	cryopreservation, 10% DMSO in FBS, 24 h at -80C
RKO_Frozen_10DMSO_SC_8_s1-c8_1_3516	NT=Homo sapiens;AC=NCBITaxon:9606	NT=colon;AC=UBERON:0001155	NT=colorectal carcinoma;AC=MONDO:0024331	NT=epithelial cell;AC=CL:0000066	NT=RKO;AC=CLO:0008825	CVCL_0504	RKO	cryopreservation, 10% DMSO in FBS, 24 h at -80C	NT=single cell;AC=PRIDE:0000897	cellenONE	RKO_Frozen_10DMSO_SC_8_s1-c8_1_3516	1	100	run 100	proteomic profiling by mass spectrometry	data-independent acquisition	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	not applicable	not applicable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	diaPASEF	1	1	RKO_Frozen_10DMSO_SC_8_s1-c8_1_3516.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	cryopreservation, 10% DMSO in FBS, 24 h at -80C
RKO_Frozen_10DMSO_SC_9_s1-c9_1_3517	NT=Homo sapiens;AC=NCBITaxon:9606	NT=colon;AC=UBERON:0001155	NT=colorectal carcinoma;AC=MONDO:0024331	NT=epithelial cell;AC=CL:0000066	NT=RKO;AC=CLO:0008825	CVCL_0504	RKO	cryopreservation, 10% DMSO in FBS, 24 h at -80C	NT=single cell;AC=PRIDE:0000897	cellenONE	RKO_Frozen_10DMSO_SC_9_s1-c9_1_3517	1	101	run 101	proteomic profiling by mass spectrometry	data-independent acquisition	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	not applicable	not applicable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	diaPASEF	1	1	RKO_Frozen_10DMSO_SC_9_s1-c9_1_3517.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	cryopreservation, 10% DMSO in FBS, 24 h at -80C
RKO_Frozen_20DMSO_SC_10_s1-e10_1_3542	NT=Homo sapiens;AC=NCBITaxon:9606	NT=colon;AC=UBERON:0001155	NT=colorectal carcinoma;AC=MONDO:0024331	NT=epithelial cell;AC=CL:0000066	NT=RKO;AC=CLO:0008825	CVCL_0504	RKO	cryopreservation, 20% DMSO in FBS, 24 h at -80C	NT=single cell;AC=PRIDE:0000897	cellenONE	RKO_Frozen_20DMSO_SC_10_s1-e10_1_3542	1	102	run 102	proteomic profiling by mass spectrometry	data-independent acquisition	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	not applicable	not applicable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	diaPASEF	1	1	RKO_Frozen_20DMSO_SC_10_s1-e10_1_3542.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	cryopreservation, 20% DMSO in FBS, 24 h at -80C
RKO_Frozen_20DMSO_SC_11_s1-e11_1_3543	NT=Homo sapiens;AC=NCBITaxon:9606	NT=colon;AC=UBERON:0001155	NT=colorectal carcinoma;AC=MONDO:0024331	NT=epithelial cell;AC=CL:0000066	NT=RKO;AC=CLO:0008825	CVCL_0504	RKO	cryopreservation, 20% DMSO in FBS, 24 h at -80C	NT=single cell;AC=PRIDE:0000897	cellenONE	RKO_Frozen_20DMSO_SC_11_s1-e11_1_3543	1	103	run 103	proteomic profiling by mass spectrometry	data-independent acquisition	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	not applicable	not applicable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	diaPASEF	1	1	RKO_Frozen_20DMSO_SC_11_s1-e11_1_3543.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	cryopreservation, 20% DMSO in FBS, 24 h at -80C
RKO_Frozen_20DMSO_SC_12_s1-e12_1_3544	NT=Homo sapiens;AC=NCBITaxon:9606	NT=colon;AC=UBERON:0001155	NT=colorectal carcinoma;AC=MONDO:0024331	NT=epithelial cell;AC=CL:0000066	NT=RKO;AC=CLO:0008825	CVCL_0504	RKO	cryopreservation, 20% DMSO in FBS, 24 h at -80C	NT=single cell;AC=PRIDE:0000897	cellenONE	RKO_Frozen_20DMSO_SC_12_s1-e12_1_3544	1	104	run 104	proteomic profiling by mass spectrometry	data-independent acquisition	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	not applicable	not applicable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	diaPASEF	1	1	RKO_Frozen_20DMSO_SC_12_s1-e12_1_3544.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	cryopreservation, 20% DMSO in FBS, 24 h at -80C
RKO_Frozen_20DMSO_SC_13_s1-f1_1_3545	NT=Homo sapiens;AC=NCBITaxon:9606	NT=colon;AC=UBERON:0001155	NT=colorectal carcinoma;AC=MONDO:0024331	NT=epithelial cell;AC=CL:0000066	NT=RKO;AC=CLO:0008825	CVCL_0504	RKO	cryopreservation, 20% DMSO in FBS, 24 h at -80C	NT=single cell;AC=PRIDE:0000897	cellenONE	RKO_Frozen_20DMSO_SC_13_s1-f1_1_3545	1	105	run 105	proteomic profiling by mass spectrometry	data-independent acquisition	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	not applicable	not applicable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	diaPASEF	1	1	RKO_Frozen_20DMSO_SC_13_s1-f1_1_3545.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	cryopreservation, 20% DMSO in FBS, 24 h at -80C
RKO_Frozen_20DMSO_SC_14_s1-f2_1_3546	NT=Homo sapiens;AC=NCBITaxon:9606	NT=colon;AC=UBERON:0001155	NT=colorectal carcinoma;AC=MONDO:0024331	NT=epithelial cell;AC=CL:0000066	NT=RKO;AC=CLO:0008825	CVCL_0504	RKO	cryopreservation, 20% DMSO in FBS, 24 h at -80C	NT=single cell;AC=PRIDE:0000897	cellenONE	RKO_Frozen_20DMSO_SC_14_s1-f2_1_3546	1	106	run 106	proteomic profiling by mass spectrometry	data-independent acquisition	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	not applicable	not applicable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	diaPASEF	1	1	RKO_Frozen_20DMSO_SC_14_s1-f2_1_3546.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	cryopreservation, 20% DMSO in FBS, 24 h at -80C
RKO_Frozen_20DMSO_SC_15_s1-f3_1_3547	NT=Homo sapiens;AC=NCBITaxon:9606	NT=colon;AC=UBERON:0001155	NT=colorectal carcinoma;AC=MONDO:0024331	NT=epithelial cell;AC=CL:0000066	NT=RKO;AC=CLO:0008825	CVCL_0504	RKO	cryopreservation, 20% DMSO in FBS, 24 h at -80C	NT=single cell;AC=PRIDE:0000897	cellenONE	RKO_Frozen_20DMSO_SC_15_s1-f3_1_3547	1	107	run 107	proteomic profiling by mass spectrometry	data-independent acquisition	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	not applicable	not applicable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	diaPASEF	1	1	RKO_Frozen_20DMSO_SC_15_s1-f3_1_3547.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	cryopreservation, 20% DMSO in FBS, 24 h at -80C
RKO_Frozen_20DMSO_SC_16_s1-f4_1_3548	NT=Homo sapiens;AC=NCBITaxon:9606	NT=colon;AC=UBERON:0001155	NT=colorectal carcinoma;AC=MONDO:0024331	NT=epithelial cell;AC=CL:0000066	NT=RKO;AC=CLO:0008825	CVCL_0504	RKO	cryopreservation, 20% DMSO in FBS, 24 h at -80C	NT=single cell;AC=PRIDE:0000897	cellenONE	RKO_Frozen_20DMSO_SC_16_s1-f4_1_3548	1	108	run 108	proteomic profiling by mass spectrometry	data-independent acquisition	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	not applicable	not applicable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	diaPASEF	1	1	RKO_Frozen_20DMSO_SC_16_s1-f4_1_3548.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	cryopreservation, 20% DMSO in FBS, 24 h at -80C
RKO_Frozen_20DMSO_SC_17_s1-f5_1_3549	NT=Homo sapiens;AC=NCBITaxon:9606	NT=colon;AC=UBERON:0001155	NT=colorectal carcinoma;AC=MONDO:0024331	NT=epithelial cell;AC=CL:0000066	NT=RKO;AC=CLO:0008825	CVCL_0504	RKO	cryopreservation, 20% DMSO in FBS, 24 h at -80C	NT=single cell;AC=PRIDE:0000897	cellenONE	RKO_Frozen_20DMSO_SC_17_s1-f5_1_3549	1	109	run 109	proteomic profiling by mass spectrometry	data-independent acquisition	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	not applicable	not applicable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	diaPASEF	1	1	RKO_Frozen_20DMSO_SC_17_s1-f5_1_3549.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	cryopreservation, 20% DMSO in FBS, 24 h at -80C
RKO_Frozen_20DMSO_SC_18_s1-f6_1_3550	NT=Homo sapiens;AC=NCBITaxon:9606	NT=colon;AC=UBERON:0001155	NT=colorectal carcinoma;AC=MONDO:0024331	NT=epithelial cell;AC=CL:0000066	NT=RKO;AC=CLO:0008825	CVCL_0504	RKO	cryopreservation, 20% DMSO in FBS, 24 h at -80C	NT=single cell;AC=PRIDE:0000897	cellenONE	RKO_Frozen_20DMSO_SC_18_s1-f6_1_3550	1	110	run 110	proteomic profiling by mass spectrometry	data-independent acquisition	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	not applicable	not applicable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	diaPASEF	1	1	RKO_Frozen_20DMSO_SC_18_s1-f6_1_3550.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	cryopreservation, 20% DMSO in FBS, 24 h at -80C
